
# Surface 0 of 6 surfaces

# Curve title: "cos(v),sin(v),0"

# IsoCurve 0, 27 points
# x y z type
 1  0  0 i
 1  0  0 i
 1  0  0 i
 1  0  0 i
 1  0  0 i
 1  0  0 i
 1  0  0 i
 1  0  0 i
 1  0  0 i
 1  0  0 i
 1  0  0 i
 1  0  0 i
 1  0  0 i
 1  0  0 i
 1  0  0 i
 1  0  0 i
 1  0  0 i
 1  0  0 i
 1  0  0 i
 1  0  0 i
 1  0  0 i
 1  0  0 i
 1  0  0 i
 1  0  0 i
 1  0  0 i
 1  0  0 i
 1  0  0 i

# IsoCurve 1, 27 points
# x y z type
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i
 0.970942  0.239316  0 i

# IsoCurve 2, 27 points
# x y z type
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i
 0.885456  0.464723  0 i

# IsoCurve 3, 27 points
# x y z type
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i
 0.748511  0.663123  0 i

# IsoCurve 4, 27 points
# x y z type
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i
 0.568065  0.822984  0 i

# IsoCurve 5, 27 points
# x y z type
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i
 0.354605  0.935016  0 i

# IsoCurve 6, 27 points
# x y z type
 0.120537  0.992709  0 i
 0.120537  0.992709  0 i
 0.120537  0.992709  0 i
 0.120537  0.992709  0 i
 0.120537  0.992709  0 i
 0.120537  0.992709  0 i
 0.120537  0.992709  0 i
 0.120537  0.992709  0 i
 0.120537  0.992709  0 i
 0.120537  0.992709  0 i
 0.120537  0.992709  0 i
 0.120537  0.992709  0 i
 0.120537  0.992709  0 i
 0.120537  0.992709  0 i
 0.120537  0.992709  0 i
 0.120537  0.992709  0 i
 0.120537  0.992709  0 i
 0.120537  0.992709  0 i
 0.120537  0.992709  0 i
 0.120537  0.992709  0 i
 0.120537  0.992709  0 i
 0.120537  0.992709  0 i
 0.120537  0.992709  0 i
 0.120537  0.992709  0 i
